article,summary
"Liputan6. com, Kupang : Gempa bumi tektonik berkekuatan 5, 6 skala Richter menyisakan trauma bagi sejumlah warga Kupang, Nusatenggara Timur. Hingga Rabu ( 20/7 ), warga masih mengungsi di dataran tinggi karena khawatir gempa susulan. Kekhawatiran ini juga mengakibatkan sejumlah bangunan yang rusak belum diperbaiki. Gempa yang mengguncang Kecamatan Amanuban Selatan, Kuanfatu, Kualin, Kotolin, dan Kolbano, terjadi pada Senin silam. Pusat gempa yang menghancurkan puluhan bangunan termasuk sekolah dan rumah ibadah itu di kedalaman 33 kilometer Laut Banda. Meski tak ada korban jiwa, kerugian diduga mencapai Rp 500 juta. Untuk merenovasi bangunan sekolah yang hancur, Pemerintah Kabupaten Timortengah Selatan, berjanji memberi bantuan Rp 100 juta [ baca : Dua Gempa Mengguncang Kota Kupang ]. ( YAN/Didimus Payong Dore ).","Gempa bumi berkekuatan 5, 6 skala Richter membuat sejumlah warga mengungsi dan belum berani kembali karena takut gempa susulan. Meski tak ada korban jiwa, kerugian akibat gempa diduga mencapai Rp 500 juta."
"Pemain muda Liverpool yang didatangkan dari Sevilla musim lalu, Antonio Barragan ternyata tak berjodoh panjang dengan The Reds. Barragan, pemuda kelahiran Galicia Spanyol, 12 Juni 1987 itu hanya sempat diturunkan satu kali oleh Rafael Benitez, yakni saat The Reds berlaga di Liga Champions musim lalu melawan CSKA Sofia di Bulgaria, Agustus tahun lalu. Sementara di Premiership, pemain belakang itu tak sempat diturunkan sama sekali. Barragan yang menolak untuk bergabung dengan klub profesional Sevilla Juli 2005 lalu, lebih memilih untuk bergabung dengan seniornya, Fernando Morientes. Tetapi usianya yang masih muda, dan kurangnya pengalaman membuatnya kalah bersaing dengan bek-bek tangguh The Reds lainnya. Dan akhirnya, Barragan memutuskan untuk hengkang musim ini. Ia kembali ke Spanyol dan bergabung dengan Deportivo La Coruna. Kabarnya, mantan pemain Timnas Spanyol U-19 yang ikut andil memenangkan ajang European U-19 Championship di Polandia itu dibeli oleh Super Depor dengan harga 700. 000 pound dengan kontrak lima tahun. Selain mendatangkan Barragan, Deportivo juga baru saja kedatangan kiper Israel Dudu Awat yang sebelumnya memperkuat Racing Santander. Racing melepas Awat dengan banderol satu juta pound ditambah tiga pemain Super Depor, Ruben Castro, Pedro Munitis, dan Momo. Pelatih Super Depor, Joaquin Caparros memproyeksikan Awat sebagai kiper utama mereka musim ini. ( Yog ).","Pemain muda Liverpool, Antonio Barragan yang hanya satu kali diturunkan oleh Rafael Benitea, akhirnya dilepas The Reds ke Deportivo La Coruna. Sementara Super Depor juga baru kedatangan kiper Israel, Dudu Awat yang akan menjadi kiper utama mereka."
"Liputan6. com, Bogor : Belasan santri Pondok Pesantren Darul Ulum, Sukaraja, Bogor, Jawa Barat, terluka menyusul ambruknya bangunan ponpes, Jumat ( 19/3 ). Sebanyak tujuh santri mengalami luka serta patah tangan dan kaki sehingga harus dirawat du Rumah Sakit PMI Bogor. Sebagian lagi masih shock dan belum sadar. Kebanyakan santri yang tertimpa bangunan ini adalah wanita. Mereka tidak bisa segera menyelamatkan diri saat ada bagian bangunan roboh. Pondok yang ambruk hingga rata dengan tanah adalah bangunan sepanjang 20 meter yang terbuat dari bilik bambu dan berpondasi beton. Diduga pondasi beton itu kurang kokoh untuk menyangga bangunan berbentuk panggung dan beratap genting. Polisi hingga kini masih menyelidiki penyebab robohnya bangunan pondok tersebut. ( IAN ).","Bangunan Ponpes Darul Ulum di Sukaraja, Bogor, Jabar ambruk dan melukai belasan santri. Tujuh di antaranya dilarikan ke rumah sakit karena mengalami luka serius."
"Liputan6. com, Pasuruan : Suasana Dusun Kaligung, Desa Kalirejo, Kecamatan Kraton, Kabupaten Pasuruan, Jawa Timur, 9 Januari silam, terasa berbeda. Dusun yang biasanya ramai sesaat hening. Tidak lama kemudian, isak tangis terdengar di mana-mana. Rasa duka rupanya menyergap hati warga manakala mendengar kabar salah seorang panutan mereka Ustad Syarif meninggal dunia. Mereka sedih karena kehilangan guru agama sekaligus tokoh masyarakat yang dikenal santun dan baik. Perasaan sedih tidak tertahankan lagi saat jenazah Ustad Syarif tiba di rumah duka. Ratusan warga mulai dari orang tua hingga anak-anak yang memadati halaman rumah almarhum banyak yang menitikkan air mata. Namun, tiba-tiba suasana duka berubah menjadi panas. Situasi ini rupanya dipicu informasi yang menyebutkan bahwa sang ustad meninggal karena disantet Habib Abdullah, tetangganya korban. Dugaan memang bukan tanpa alasan. Pasalnya, sebelum meninggal almarhum memang pernah mendatangi Abdullah yang sudah sejak lama membuka praktik pengobatan alternatif. Namun, bukannya kesembuhan yang didapat, sang ustad malah mengembuskan napas terakhir tak lama setelah diobati. "" Yang membikin warga sakit hati itu adalah keterangan dia ( Abdullah ) yang mengatakan sanggup mengobati, ternyata bohong. Warga justru mendiduga dia telah menyantet ustad, "" kata Muslimin salah seorang warga. Warga pun menduga Abdullah sebenarnya bukan tabib tapi dukun santet. Wajah sebagian pelayat yang tadinya murung berubah menjadi emosi. Beberapa menit kemudian, ratusan warga dengan wajah beringas serentak menuju kediaman Habib Abdullah yang lokasinya tidak jauh dari rumah almarhum. Setibanya di rumah habib yang dikenal dengan sapaan Yik Dillah, warga langsung merusak dan menghancurkan bangunan rumah. Berbagai benda milik Yik Dillah yang diduga biasa digunakan saat berpraktik sebagai tabib diambil warga. Bahkan, ada yang dimusnahkan [ baca : Diduga Dukun Santet, Rumah Abdullah Dirusak ]. Yik Dillah sendiri tak luput dari kemarahan warga. Dia sempat mendapat perawatan dokter di Rumah Sakit Umum Daerah Dr Soedarsono, Pasuruan, akibat luka yang dideritanya setelah dihakimi massa. Kemarahan mereka rupanya belum terpuaskan. Puluhan rumah warga yang dituding sebagai pengikut Yik Dillah juga menjadi korban amuk massa. Karena takut akan ditindak lebih keras, mereka segera keluar dari dusun dan mengungsi di Desa Karang Ketuk yang jaraknya kurang lebih dua kilometer dari Kaligung. "" Takut dibunuh. Nggak tahu kenapa. Tapi, mereka mengancam orang yang dekat dengan habib akan dihancurkan, "" kata Nurohim salah seorang pengungsi. Aksi massa ini ternyata mendapat perhatian serius dari polisi. Tiga hari setelah kejadian, puluhan personel Kepolisian Resor Pasuruan mulai menyisir Dusun Kaligung. Beberapa warga yang diduga kuat terlibat dalam aksi pengrusakan rumah Yik Dillah dan warga lainnya ditangkap. Kepala Satuan Reserse dan Kriminal Polres Pasuruan Ajun Komisaris Besar Polisi Bambang Cahyo menjelaskan, penangkapan terhadap warga ini sifatnya represif tapi antisipasi. "" Diamankannya para pemicu aksi ini supaya mereka tidak lagi menghasut warga lain. Dengan begitu, konflik ini diharapkan bisa segera diakhiri, "" kata Bambang. Dari penyisiran itu, polisi berhasil mengamankan 12 warga. Kemudian, enam orang dinyatakan sebagai tersangka pelaku perusakan dan dua di antaranya wanita. Salah seorang tersangka mengaku terlibat dalam aksi itu karena ikut-ikutan. "" Dibilang emosi, ya. Hati saya terguncang karena ustad yang telah mendidik salat dan mengaji telah meninggal, "" katanya [ baca : Provokator Perusakan Rumah Abdulah Ditangkap ]. Tindakan polisi menangkap para pelaku berhasil meredam kemarahan warga. Aktivitas di Dusun Kaligung berjalan seperti sedia kala. Kegiatan sekolah yang sempat dipimpin almarhum pun mulai berjalan normal. Begitu juga kondisi kesehatan Yik Dillah di rumah sakit mulai membaik. Di tempat lain, warga yang hidup di pengungsian sudah rindu ingin secepatnya pulang. Mereka ingin kembali untuk bertemu lagi dengan orang tua dan teman-temannya. "" Kita berdamai saja, "" kata Sauma, seorang pengungsi. Apa yang menjadi keinginan Sauma dan pengungsi lainnya ternyata kesampaian. Warga dusun yang sempat bertikai karena terhasut isu santet memilih untuk rukun kembali dengan cara menggelar islah. Para pengungsi juga kembali ke rumah masing-masing. Kedatangan mereka pun disambut hangat warga. Dalam acara islah itu, kedua warga yang berselisih secara tertulis membuat beberapa kesepakatan. Selain menyesalkan kejadiannya, warga juga sepakat akan menghentikan semua bentuk konflik dan perselisihan. "" Kami pun akan menanggulangi secara bersama-sama segala bentuk fitnah atau isu yang dapat menimbulkan perselisihan, "" kata Slamet, ustad Dusun Kaligung yang didaulat membacakan isi kesepakatan damai itu. Acara islah diakhiri dengan makan bersama sebagai simbol dari perdamaian yang diharapkan seluruh warga. Akhirnya, tidak ada lagi tangis kesedihan. Mereka tertawa bersama seolah ingin melupakan kejadian pahit yang nyaris menghancurkan kedamaian dan kerukunan yang sejak lama telah mereka bina. ( IAN/Tim Derap Hukum ).","Ratusan warga Dusun Kaligung, Kalirejo, Pasuruan, Jatim, mengamuk dan merusak rumah Habib Abdullah dan pengikutnya. Warga emosi mendengar Ustad Syarif meninggal karena diduga ulah dukun santet."
"Liputan6. com, Bandung : Sekolah gratis, unggulan lagi. Sekolah ini benar-benar ada dan bukan bualan semata. Namanya Sekolah Menengah Umum Unggulan Alfa Centauri dan beralamat di Jalan W. R. Supratman Nomor 88, Bandung, Jawa Barat. Menurut Yandi Wahyu Rusyandi, pengelola sekolah yang baru membuka kelas untuk tahun ajaran 3003/2004 ini, SMU Alfa memberi kesempatan kepada calon siswa yang kurang mampu. Terutama buat anak yatim piatu. Selain itu, Yandi menambahkan, calon siswa harus memiliki potensi dan kemampuan intelektual atau cerdas. Saat SCTV mengunjungi sekolah yang dikelola Yayasan Takwa Cerdas Kreatif ini, animo calon siswa untuk mendaftar di SMU milik pengusaha Sony Sugema itu cukup tinggi. Buktinya, sejak pendaftaran dibuka pada 21 Juni hingga 5 Juli silam, telah terdaftar 257 calon siswa. Dua di antara mereka berasal dari Bekasi dan Jakarta. Yandi optimistis sekolah unggulannya kendati gratis akan menghasilkan siswa yang berkualitas. Sebab siswa yang akan diterima harus melalui proses seleksi yang ketat. Proses seleksi akan dilaksanakan pada Rabu besok, sehingga terjaring 40-50 siswa. Untuk menutupi biaya operasional, masih menurut Yandi, pihak pengelola mengandalkan swadana. Sekolah di bawah Sony Sugema Grup ini membebaskan para siswanya dari biaya sumbangan penyelenggaran pendidikan ( SPP ) dan biaya gedung selama tiga tahun penuh. Sedangkan untuk seragam dan buku pelajaran para siswa harus menyediakannya sendiri. ( YYT/Patria Hidayat ).","Sekolah Menengah Umum Unggulan Alfa Centauri di Bandung, Jawa Barat, membebaskan siswanya dari biaya pendidikan alias gratis. Sekolah ini untuk siswa kurang mampu khususnya yatim piatu."
"Liputan6. com, Bogor : Perayaan Cap Go Meh ( 15 hari setelah Imlek ) di klenteng tua Hian Tan Kong atau Vihara Budhi Dharma di kawasan Pasar Lama, Cileungsi, Bogor, Jawa Barat, dimeriahkan dengan atraksi barongsai dan liong ( naga ) sepanjang 320 meter, Ahad ( 12/2 ). Ini adalah liong terpanjang di Indonesia dan mendapatkan penghargaan dari Museum Rekor Indonesia ( Muri ). Sebelumnya, Muri juga memberikan penghargaan terhadap pemakaian 5. 077 buah lampion di Batam, Kepulauan Riau [ baca : Ribuan Lampion Merah Merubung Kota Batam ]. Beberapa jam sebelum perayaan digelar, klenteng Hian Tan Kong sudah dipadati warga, khususnya keturunan Tionghoa. Sebelum atraksi dimulai, barongsai dan liong menggelar pemujaan kepada dewa dan diberi sesajian oleh pengurus klenteng. Sayang, keterbatasan tempat membuat atraksi barongsai dan liong sempat mengalami kesulitan. Selain itu, digelar juga tradisi menggotong Toa Pe Kong. Yakni, penghormatan kepada leluhur. Tiga patung lambang leluhur yang dihormati diturunkan dari altar untuk dimasukkan ke dalam joli atau tandu yang telah dihias. Ketiga patung itu adalah patung Hian Tan Kong, panglima tertinggi langit, patung pengawal Hian Tan Kong, yaitu Macan Ho Ciang Kong, dan patung Dewi Kwam Im atau Dewi Welas Asih. Sebelum patung diarak, para sesepuh klenteng menggelar upacara meminta petunjuk arwah leluhur. Setelah itu, arak-arak Toa Pe Kong dimulai. Ini dengan harapan membawa berkah dan kemakmuran bagi masyarakat. Sementara itu, jalan-jalan sepanjang perayaan Cap Go Meh di Manado, Sulawesi Utara, dipadati puluhan ribu manusia. Mereka ingin menyaksikan kegiatan yang baru beberapa tahun terakhir terbuka untuk masyarakat umum. Seperti biasanya, ritual Cap Go Meh menghadirkan pawai para dewa dewi yang merupakan keyakinan umat Buddha Tridharma. Tak ketinggalan juga atraksi naga serta para tengsin. Atraksi itu menarik perhatian warga Manago. Walau demikian, tak setiap upacara Cap Go Meh digelar secara terbuka. Penyelenggara beralasan, itu tergantung izin dari para dewa. "" Tetap ada, kalau ada izin dari Yang Kuasa, "" ucap Hok Poluan, salah satu panitia. Namun, ada penganut yang percaya bila perayaan Cap Go Meh digelar terbuka akan membawa rezeki bagus pada tahun ini. ( BOG/Teguh Dwi Hartono dan Aldrien Arief ).","Atraksi liong sepanjang 320 meter di klenteng Hian Tan Kong, Cileungsi, Bogor, Jabar, mendapatkan penghargaan dari Muri. Sayang, sempitnya lokasi membuat atraksi liong menyambut Cap Go Meh sempat mengalami kesulitan."
"Liputan6. com, Bekasi : Kawanan perampok bersenjata api menggasak brankas berisi Rp 6, 6 juta dan mobil Avanza di gudang rokok Stanza, Jalan Setia Darma, Tambun, Bekasi, Jawa Barat, Kamis ( 1/5 ) sekitar pukul 03. 00 WIB. Perampok masuk gudang dengan cara meloncat pagar. Setelah memasuki gudang, para perampok menodongkan senjata api kepada lima karyawan. Dua perampok mengancam akan menembak jika berteriak. Selanjutnya, dua perampok mengikat tangan para karyawan dan menggiring dalam kamar. Sementara penjahat yang lainnya menggasak brankas uang. Usai menggasak barang jarahannya, kawanan perampok tancap gas menuju arah Cibitung. Perampokan ini, baru diketahui oleh seorang satpam ketika hendak bekerja membersihkan ruangan. Dia mendapati para korban dalam kondisi tangan terikat dan sedang berupaya melepaskan diri. Tak ada korban jiwa namun dua karyawan yakni Wandi dan Agus menderita luka di bagian kepala akibat dipukul menggunakan gagang senjata api. Hasil pemeriksaan sementara, selain menggasak brankas dan mobil, perampok membawa empat telepon genggam dan dua sertifikat tanah. ( JUM/ANTARA ).","Kawanan perampok bersenjata api menggasak brankas berisi Rp 6, 6 juta dan mobil Avanza di gudang rokok Stanza, Jalan Setia Darma, Tambun, Bekasi. Perampok juga membawa empat telepon genggam dan dua sertifikat tanah."
"Liputan6. com, Probolinggo : Ali Maschan Musa terpilih sebagai Ketua Tanfidziyah Pengurus Wilayah Nahdlatul Ulama ( PWNU ) Jawa Timur. Ali Maschan mengalahkan enam calon lainnya dalam Konferensi Wilayah NU Jatim di Pondok Pesantren Zainul Hasan Genggong, Pajarakan, Probolinggo, Ahad ( 4/11 ). Ali Maschan mengantongi 60 persen dukungan suara dalam tahap awal pemilihan. Kiai Haji Mujib Imron dan Ridwan Nazir hanya memperoleh dukungan suara tak lebih dari 16 persen. Sementara empat orang lainnya hanya memperoleh dua sampai empat persen suara. Dalam Konferwil NU, KH Miftahul Akhyar juga terpilih sebagai Rois Syuriah. Miftahul terpilih secara aklamasi setelah dalam perhitungan bakal calon tiga pesaingnya tak memenuhi 30 persen suara. Pengasuh Ponpes Kedung Tarukan Surabaya ini menggantikan KH Masduki Mahfud. Dalam pemilihan PWNU Jatim, sebanyak 44 pengurus cabang mendapat jatah satu suara tanfidziyah dan satu suara rois syuriah. Dua hak suara yang sama juga diperoleh pengurus wilayah. Ali Maschan dan Miftahul akan memimpin kaum sarungan Jatim dalam lima tahun ke depan. ( JUM/Dandy Arigafur ).",Ali Maschan terpilih sebagai Ketua Tanfidziyah PWNU Jatim setelah mengantongi 60 persen dukungan suara dalam tahap awal pemilihan. Sementara Miftahul Akhyar terpilih sebagai Rois Syuriah secara aklamasi.
"Liputan6. com, Jakarta : Partai Kebangkitan Bangsa berkomitmen tak akan mencalonkan dan mendukung kepala daerah dari militer dalam ajang pemilihan kepala daerah ( pilkada ) Juni mendatang. "" Militer begitu mencekam, menakutkan dan meminggirkan kekuatan sipil. Karena itu dari sisi historis belum saatnya meski mereka [ militer ] punya hak, "" kata Ketua DPP PKB versi Muktamar II Effendy Choirie di Jakarta, baru-baru ini. Menurut Effendy, PKB justru meminta para calon kepala daerah dari kalangan militer bersabar dan tak terpancing untuk memasuki wilayah politik sipil. Soalnya, menurut Effendy, meski sudah mengundurkan diri dari militer, calon kepala daerah dari kalangan bukan sipil dikhawatirkan tetap menimbulkan ketidaknetralan militer sebagai alat negara. Sebelumnya, Panglima TNI Jenderal Endriartono Sutarto menyatakan, dirinya tak menghalangi jika ada partai politik yang mencalonkan anggota TNI aktif sebagai calon kepala daerah. Itu pun bisa dilakukan asalkan pencalonan tersebut memenuhi persyaratan [ baca : Endriartono : Silakan Anggota TNI Ikut Pilkada ]. ( JUM/Fira Abdurachman dan Daeng Tanto ).","PKB berkomitmen tak mendukung dan mencalonkan calon kepala daerah dari kalangan militer di pilkada. Menurut Effendy Choirie, kepala daerah dari kalangan tentara dapat menimbulkan ketidaknetralan militer."
"Liputan6. com, Bandung : Sembilan narapidana melarikan diri dari Lembaga Pemasyarakatan Banceuy, Bandung, Jawa Barat, Rabu ( 4/7 ). Mereka adalah narapidana kasus narkotik dan obat-obatan berbahaya ( narkoba ) dengan masa hukuman antara lima hingga 15 tahun yang rata-rata baru menjalani satu tahun masa hukuman. Pelarian para napi itu diperkirakan terjadi antara pukul 04. 00 WIB hingga 05. 00 WIB dengan menggunakan sejumlah sarung yang disambung menjadi tali. Dari sembilan narapidana yang kabur, enam di antaranya berasal dari Aceh, dua dari Bandung, dan satu orang asal Medan. Hingga berita ini disusun, belum seorang pun napi tertangkap. Peristiwa ini menambah daftar kasus serupa di tempat ini. Setahun silam lima narapidana kabur setelah membobol atap salah satu sel tahanan. Para napi diduga kabur dengan memanfaatkan kesempatan saat para penjaga tengah santap sahur [ baca : Lima Napi LP Banceuy Kabur ]. ( YNI/Wendy Surya ).","Sembilan narapidana LP Banceuy, Bandung, melarikan diri dengan menyambung sarung hingga menyerupai tali. Peristiwa ini adalah yang kesekian kalinya setelah setahun silam lima narapidana kabur."
"Liputan6. com, Petaling Beberapa bagian dari gedung Jaya Supermarket di Jalan 14/20, Petaling Jaya, Malaysia, Kamis ( 28/5 ) roboh. Peristiwa ini menewaskan dua orang dari sembilan pekerja asal Indonesia yang terperangkap di dalamnya. Tim penyelamat mengatakan, mereka telah menemukan lokasi lima pekerja yang terjebak dan tengah mencoba mengeluarkan mereka dari reruntuhan. Dua korban lain sudah bisa dikeluarkan. Korban tewas bernama Maskor, 28 tahun, dan korban kedua belum teridentifikasi. Adapun korban cedera yang dibawa ke Universiti Malaya Medical Centre ( UMMC ), menurut Wakil Direktur UMMC, Prof. Dr. Jamiyah Hassan, adalah Suryano, 32 tahun, dan Sale, 48 tahun. Sementara itu, Menteri Pemerintahan Daerah dan Perumahan Malaysia, Datuk Seri Lajim Ukin, mengatakan bahwa penyebab runtuhnya bangunan tersebut mungkin adalah kelebihan beban. ( BERNAMA. com/YUS ).",Sembilan warga negara Indonesia yang bekerja di Malaysia terperangkap reruntuhan pasar swalayan tempat mereka bekerja yang roboh. Dua di antaranya tewas.
